Interaction_ID,Customer_ID,Date_Time,Query_Type,Response_Type,Outcome
INT033151,CUST008496,2025-09-08 11:42:17,energy_saving_tips,automated,resolved
INT033152,CUST008497,2026-01-02 05:33:31,energy_saving_tips,human,resolved
INT033153,CUST008498,2025-12-23 10:25:01,billing_explanation,automated,unresolved
INT033154,CUST008498,2025-12-28 02:08:23,billing_explanation,automated,resolved
INT033155,CUST008498,2025-07-29 19:08:26,energy_saving_tips,automated,resolved
INT033156,CUST008499,2025-11-23 05:36:20,billing_explanation,automated,resolved
INT033157,CUST008499,2025-10-22 14:12:59,account_balance,automated,resolved
INT033158,CUST008499,2025-11-08 11:14:17,energy_saving_tips,human,resolved
INT033159,CUST008499,2025-10-17 23:03:19,billing_explanation,human,resolved
INT033160,CUST008500,2025-09-26 22:01:04,usage_question,human,resolved
INT033161,CUST008502,2025-12-28 07:29:57,energy_saving_tips,human,resolved
INT033162,CUST008502,2025-09-22 16:15:40,billing_explanation,automated,resolved
INT033163,CUST008502,2025-07-19 19:35:56,billing_explanation,human,resolved
INT033164,CUST008504,2025-12-29 06:31:45,energy_saving_tips,human,resolved
INT033165,CUST008504,2025-08-18 20:53:48,account_balance,automated,resolved
INT033166,CUST008505,2025-11-13 20:05:15,usage_question,automated,resolved
INT033167,CUST008505,2025-11-24 07:40:59,usage_question,human,resolved
INT033168,CUST008505,2025-08-20 21:11:44,energy_saving_tips,automated,escalated
INT033169,CUST008505,2025-12-15 13:09:31,energy_saving_tips,automated,resolved
INT033170,CUST008505,2025-07-29 22:53:32,account_balance,human,resolved
INT033171,CUST008505,2025-10-04 16:38:16,billing_explanation,automated,resolved
INT033172,CUST008505,2025-12-23 11:49:04,technical_support,human,resolved
INT033173,CUST008506,2025-09-26 16:18:13,billing_explanation,automated,resolved
INT033174,CUST008506,2025-10-29 23:45:47,technical_support,automated,escalated
INT033175,CUST008506,2025-08-29 15:47:11,energy_saving_tips,human,resolved
INT033176,CUST008506,2026-01-01 04:53:49,energy_saving_tips,automated,resolved
INT033177,CUST008507,2025-10-26 15:19:39,billing_explanation,automated,resolved
INT033178,CUST008507,2025-12-26 23:00:21,usage_question,human,resolved
INT033179,CUST008509,2025-10-04 12:22:58,energy_saving_tips,human,resolved
INT033180,CUST008510,2025-09-21 03:13:17,payment_issue,automated,escalated
INT033181,CUST008510,2025-08-05 10:51:29,billing_explanation,automated,resolved
INT033182,CUST008510,2025-09-26 20:44:50,energy_saving_tips,automated,resolved
INT033183,CUST008510,2025-09-21 13:33:45,billing_explanation,human,resolved
INT033184,CUST008510,2025-09-24 09:13:30,billing_explanation,automated,resolved
INT033185,CUST008510,2025-12-24 06:39:43,billing_explanation,automated,resolved
INT033186,CUST008510,2025-07-25 16:26:35,energy_saving_tips,automated,resolved
INT033187,CUST008510,2025-11-03 07:34:30,energy_saving_tips,automated,resolved
INT033188,CUST008511,2025-11-23 03:47:44,account_balance,automated,resolved
INT033189,CUST008511,2025-10-30 04:06:18,billing_explanation,automated,resolved
INT033190,CUST008511,2025-11-13 01:46:14,technical_support,automated,escalated
INT033191,CUST008512,2025-10-28 17:56:50,energy_saving_tips,automated,resolved
INT033192,CUST008512,2025-10-26 08:40:53,energy_saving_tips,automated,resolved
INT033193,CUST008512,2025-10-03 18:09:25,account_balance,automated,resolved
INT033194,CUST008512,2025-12-21 16:49:29,usage_question,human,resolved
INT033195,CUST008512,2025-08-22 21:53:04,energy_saving_tips,human,resolved
INT033196,CUST008512,2025-07-18 17:29:08,energy_saving_tips,automated,resolved
INT033197,CUST008513,2025-07-10 11:08:27,usage_question,automated,escalated
INT033198,CUST008513,2025-10-25 14:19:04,energy_saving_tips,automated,resolved
INT033199,CUST008514,2025-11-29 00:30:33,energy_saving_tips,automated,resolved
INT033200,CUST008514,2025-11-26 10:08:46,billing_explanation,human,resolved
INT033201,CUST008514,2025-07-13 20:17:33,technical_support,automated,resolved
INT033202,CUST008517,2026-01-01 22:16:48,billing_explanation,automated,unresolved
INT033203,CUST008517,2025-08-05 19:39:23,account_balance,automated,resolved
INT033204,CUST008517,2025-09-15 17:47:24,account_balance,automated,resolved
INT033205,CUST008517,2025-12-01 11:49:08,energy_saving_tips,automated,resolved
INT033206,CUST008518,2025-11-18 14:03:46,payment_issue,automated,resolved
INT033207,CUST008518,2025-08-10 14:36:47,technical_support,human,resolved
INT033208,CUST008518,2025-11-25 07:10:12,energy_saving_tips,human,resolved
INT033209,CUST008518,2025-11-24 03:56:11,usage_question,automated,resolved
INT033210,CUST008519,2025-12-30 16:10:31,billing_explanation,automated,escalated
INT033211,CUST008519,2025-08-20 03:19:26,billing_explanation,automated,resolved
INT033212,CUST008519,2025-07-23 02:57:27,usage_question,automated,resolved
INT033213,CUST008520,2025-09-09 12:28:28,energy_saving_tips,automated,resolved
INT033214,CUST008520,2025-09-14 00:10:42,energy_saving_tips,automated,resolved
INT033215,CUST008520,2025-08-07 18:58:35,energy_saving_tips,automated,unresolved
INT033216,CUST008521,2025-09-30 10:22:08,energy_saving_tips,automated,resolved
INT033217,CUST008521,2025-11-21 12:17:46,billing_explanation,human,resolved
INT033218,CUST008521,2025-07-19 05:22:02,usage_question,automated,resolved
INT033219,CUST008522,2025-12-14 23:13:36,energy_saving_tips,automated,resolved
INT033220,CUST008522,2025-11-26 17:10:00,account_balance,automated,resolved
INT033221,CUST008523,2025-08-15 00:10:54,billing_explanation,automated,resolved
INT033222,CUST008523,2025-08-23 00:09:16,account_balance,automated,resolved
INT033223,CUST008523,2025-12-29 20:23:06,energy_saving_tips,human,resolved
INT033224,CUST008523,2025-11-18 09:39:56,usage_question,automated,resolved
INT033225,CUST008524,2025-09-13 22:13:29,energy_saving_tips,human,resolved
INT033226,CUST008524,2025-10-29 00:48:31,energy_saving_tips,automated,escalated
INT033227,CUST008525,2025-08-19 15:09:41,billing_explanation,automated,resolved
INT033228,CUST008525,2025-08-27 19:15:11,account_balance,automated,resolved
INT033229,CUST008525,2025-08-10 14:20:40,energy_saving_tips,automated,resolved
INT033230,CUST008525,2025-07-10 14:05:08,usage_question,automated,resolved
INT033231,CUST008525,2025-07-11 23:47:58,energy_saving_tips,automated,resolved
INT033232,CUST008526,2025-12-15 02:34:10,payment_issue,human,resolved
INT033233,CUST008526,2025-09-03 04:18:47,technical_support,automated,resolved
INT033234,CUST008527,2025-11-26 20:41:17,energy_saving_tips,automated,resolved
INT033235,CUST008527,2025-07-31 10:02:52,energy_saving_tips,human,resolved
INT033236,CUST008527,2025-10-31 07:35:27,usage_question,automated,escalated
INT033237,CUST008527,2025-11-25 06:36:34,energy_saving_tips,automated,resolved
INT033238,CUST008528,2025-07-11 05:38:22,billing_explanation,automated,resolved
INT033239,CUST008528,2025-09-25 18:54:20,usage_question,human,resolved
INT033240,CUST008528,2025-11-24 12:21:39,energy_saving_tips,automated,resolved
INT033241,CUST008529,2025-12-12 01:25:12,energy_saving_tips,automated,unresolved
INT033242,CUST008530,2025-09-21 19:33:51,energy_saving_tips,human,resolved
INT033243,CUST008530,2025-09-05 05:16:47,payment_issue,automated,resolved
INT033244,CUST008530,2025-09-03 13:17:34,energy_saving_tips,automated,resolved
INT033245,CUST008531,2025-12-06 11:26:20,usage_question,automated,resolved
INT033246,CUST008531,2025-08-15 06:10:14,billing_explanation,automated,resolved
INT033247,CUST008531,2025-10-03 16:36:09,technical_support,automated,resolved
INT033248,CUST008531,2025-08-03 05:24:57,energy_saving_tips,automated,resolved
INT033249,CUST008531,2025-07-28 10:48:42,energy_saving_tips,automated,resolved
INT033250,CUST008531,2025-11-21 16:04:07,account_balance,automated,resolved
INT033251,CUST008533,2025-08-20 20:41:45,billing_explanation,automated,resolved
INT033252,CUST008533,2025-07-19 22:55:27,usage_question,automated,resolved
INT033253,CUST008533,2025-08-20 17:32:48,energy_saving_tips,automated,resolved
INT033254,CUST008533,2025-10-11 05:05:29,energy_saving_tips,automated,resolved
INT033255,CUST008533,2025-11-02 04:16:16,billing_explanation,automated,resolved
INT033256,CUST008534,2025-07-10 07:18:12,usage_question,automated,resolved
INT033257,CUST008534,2025-08-02 06:01:54,energy_saving_tips,automated,resolved
INT033258,CUST008534,2025-12-11 22:08:03,energy_saving_tips,automated,resolved
INT033259,CUST008535,2025-09-17 04:16:06,energy_saving_tips,automated,resolved
INT033260,CUST008536,2025-09-05 06:05:32,billing_explanation,automated,resolved
INT033261,CUST008536,2025-11-25 01:37:26,technical_support,human,resolved
INT033262,CUST008536,2025-09-24 11:17:38,usage_question,automated,resolved
INT033263,CUST008537,2025-09-08 22:25:38,energy_saving_tips,automated,resolved
INT033264,CUST008538,2025-07-14 07:08:58,account_balance,automated,resolved
INT033265,CUST008538,2025-12-09 08:35:30,energy_saving_tips,automated,resolved
INT033266,CUST008538,2025-11-01 18:33:32,energy_saving_tips,automated,resolved
INT033267,CUST008538,2025-09-20 15:25:10,billing_explanation,automated,resolved
INT033268,CUST008538,2025-12-31 12:17:42,billing_explanation,automated,resolved
INT033269,CUST008539,2025-09-26 19:21:09,account_balance,automated,unresolved
INT033270,CUST008539,2025-11-29 10:44:39,billing_explanation,human,resolved
INT033271,CUST008539,2025-12-27 23:14:51,technical_support,automated,resolved
INT033272,CUST008539,2025-07-26 04:26:59,usage_question,automated,resolved
INT033273,CUST008540,2025-10-12 14:10:14,usage_question,automated,resolved
INT033274,CUST008540,2025-07-18 22:14:09,energy_saving_tips,automated,resolved
INT033275,CUST008540,2025-11-06 03:51:57,account_balance,automated,resolved
INT033276,CUST008540,2025-12-13 05:59:10,usage_question,automated,escalated
INT033277,CUST008540,2025-09-26 05:20:07,usage_question,human,resolved
INT033278,CUST008540,2025-09-03 08:33:39,billing_explanation,automated,resolved
INT033279,CUST008541,2025-12-16 22:20:31,usage_question,automated,resolved
INT033280,CUST008542,2025-12-14 03:27:23,energy_saving_tips,automated,resolved
INT033281,CUST008542,2025-11-11 08:21:49,billing_explanation,automated,resolved
INT033282,CUST008543,2025-08-28 17:24:34,energy_saving_tips,automated,resolved
INT033283,CUST008543,2025-07-24 18:05:27,technical_support,automated,resolved
INT033284,CUST008543,2025-11-24 01:46:26,energy_saving_tips,automated,resolved
INT033285,CUST008543,2025-12-25 18:16:54,energy_saving_tips,human,resolved
INT033286,CUST008544,2025-12-20 21:26:46,energy_saving_tips,automated,escalated
INT033287,CUST008544,2025-10-16 17:02:46,billing_explanation,automated,resolved
INT033288,CUST008544,2025-09-19 10:59:32,usage_question,automated,escalated
INT033289,CUST008544,2025-08-31 21:38:15,technical_support,automated,resolved
INT033290,CUST008544,2025-07-11 09:09:44,energy_saving_tips,human,resolved
INT033291,CUST008545,2025-08-05 14:03:03,energy_saving_tips,automated,resolved
INT033292,CUST008546,2025-09-12 04:24:19,account_balance,automated,resolved
INT033293,CUST008546,2025-08-09 15:05:53,technical_support,automated,escalated
INT033294,CUST008546,2025-07-13 16:50:50,technical_support,automated,resolved
INT033295,CUST008547,2025-09-21 14:44:30,billing_explanation,automated,resolved
INT033296,CUST008547,2025-09-16 19:36:34,usage_question,automated,resolved
INT033297,CUST008547,2025-12-13 13:46:09,energy_saving_tips,automated,resolved
INT033298,CUST008547,2025-09-07 14:12:03,account_balance,automated,resolved
INT033299,CUST008548,2025-07-24 00:36:10,technical_support,automated,resolved
INT033300,CUST008548,2025-08-13 09:59:51,billing_explanation,human,resolved
INT033301,CUST008548,2025-11-01 16:19:08,technical_support,automated,resolved
INT033302,CUST008548,2025-12-12 20:08:00,energy_saving_tips,automated,resolved
INT033303,CUST008549,2025-08-07 20:14:07,energy_saving_tips,automated,resolved
INT033304,CUST008550,2025-09-05 19:53:00,payment_issue,automated,escalated
INT033305,CUST008550,2025-07-24 07:17:27,account_balance,automated,escalated
INT033306,CUST008550,2025-10-15 14:09:27,energy_saving_tips,human,resolved
INT033307,CUST008551,2025-12-11 14:17:49,billing_explanation,automated,resolved
INT033308,CUST008551,2025-09-29 05:38:39,payment_issue,automated,resolved
INT033309,CUST008552,2025-08-30 06:08:56,billing_explanation,automated,resolved
INT033310,CUST008552,2025-11-02 15:33:55,energy_saving_tips,human,resolved
INT033311,CUST008552,2025-07-23 19:05:43,billing_explanation,automated,escalated
INT033312,CUST008552,2025-09-22 12:29:39,technical_support,human,escalated
INT033313,CUST008553,2025-11-04 08:43:46,energy_saving_tips,human,resolved
INT033314,CUST008553,2025-08-18 11:35:51,usage_question,automated,resolved
INT033315,CUST008554,2025-12-27 22:16:51,technical_support,human,resolved
INT033316,CUST008554,2025-10-24 16:00:39,billing_explanation,automated,resolved
INT033317,CUST008554,2025-08-28 23:25:25,billing_explanation,automated,resolved
INT033318,CUST008554,2025-08-04 21:22:40,billing_explanation,automated,resolved
INT033319,CUST008556,2025-12-12 17:36:48,energy_saving_tips,human,resolved
INT033320,CUST008556,2025-09-18 18:41:24,energy_saving_tips,automated,resolved
INT033321,CUST008556,2025-07-24 06:22:37,energy_saving_tips,automated,resolved
INT033322,CUST008557,2025-09-21 15:06:34,account_balance,automated,resolved
INT033323,CUST008557,2025-11-29 07:26:35,billing_explanation,automated,resolved
INT033324,CUST008557,2025-09-27 18:06:46,energy_saving_tips,automated,resolved
INT033325,CUST008557,2025-09-09 15:37:56,energy_saving_tips,automated,escalated
INT033326,CUST008557,2025-08-16 05:06:02,energy_saving_tips,automated,resolved
INT033327,CUST008558,2025-07-13 20:58:46,energy_saving_tips,automated,resolved
INT033328,CUST008558,2025-08-17 03:06:29,billing_explanation,automated,unresolved
INT033329,CUST008558,2025-09-18 09:32:57,energy_saving_tips,human,resolved
INT033330,CUST008559,2025-11-16 14:48:19,account_balance,automated,resolved
INT033331,CUST008559,2025-11-11 18:20:26,energy_saving_tips,automated,escalated
INT033332,CUST008559,2025-10-23 17:40:57,billing_explanation,automated,escalated
INT033333,CUST008559,2025-10-28 01:43:58,energy_saving_tips,automated,resolved
INT033334,CUST008561,2025-09-01 11:40:14,account_balance,automated,resolved
INT033335,CUST008561,2025-11-06 16:29:17,account_balance,automated,resolved
INT033336,CUST008561,2025-11-01 10:13:45,billing_explanation,automated,resolved
INT033337,CUST008563,2025-09-26 02:48:08,energy_saving_tips,automated,escalated
INT033338,CUST008563,2025-09-17 11:36:18,account_balance,automated,resolved
INT033339,CUST008564,2025-11-27 13:51:23,account_balance,human,resolved
INT033340,CUST008564,2025-11-07 00:10:21,account_balance,automated,resolved
INT033341,CUST008564,2025-11-05 16:24:53,usage_question,automated,resolved
INT033342,CUST008565,2025-09-19 15:14:40,energy_saving_tips,human,escalated
INT033343,CUST008565,2025-12-20 01:46:08,billing_explanation,automated,resolved
INT033344,CUST008566,2025-12-12 16:37:55,usage_question,human,resolved
INT033345,CUST008566,2025-08-24 19:10:20,payment_issue,human,resolved
INT033346,CUST008568,2025-11-17 13:51:55,energy_saving_tips,automated,resolved
INT033347,CUST008568,2025-07-19 05:12:41,payment_issue,automated,resolved
INT033348,CUST008568,2025-11-02 12:23:02,billing_explanation,automated,resolved
INT033349,CUST008569,2025-12-09 13:24:38,usage_question,human,resolved
INT033350,CUST008572,2025-07-17 18:02:40,usage_question,human,resolved
INT033351,CUST008573,2025-11-01 20:29:27,billing_explanation,human,resolved
INT033352,CUST008574,2025-08-14 20:46:54,payment_issue,human,resolved
INT033353,CUST008574,2025-10-06 14:14:35,energy_saving_tips,automated,resolved
INT033354,CUST008574,2025-08-05 03:20:06,billing_explanation,automated,resolved
INT033355,CUST008575,2025-10-27 06:26:09,billing_explanation,automated,resolved
INT033356,CUST008575,2025-10-08 08:01:20,energy_saving_tips,automated,resolved
INT033357,CUST008576,2025-10-31 16:57:53,energy_saving_tips,automated,resolved
INT033358,CUST008576,2025-12-28 04:08:44,energy_saving_tips,automated,resolved
INT033359,CUST008576,2025-10-19 12:46:44,energy_saving_tips,human,resolved
INT033360,CUST008576,2025-09-17 11:55:59,billing_explanation,automated,resolved
INT033361,CUST008577,2025-11-15 21:59:58,technical_support,automated,escalated
INT033362,CUST008577,2025-12-05 11:32:35,usage_question,automated,resolved
INT033363,CUST008577,2025-11-29 20:35:00,account_balance,automated,resolved
INT033364,CUST008578,2025-11-07 08:33:59,billing_explanation,automated,resolved
INT033365,CUST008578,2025-08-01 07:40:00,energy_saving_tips,automated,resolved
INT033366,CUST008579,2026-01-01 06:47:44,payment_issue,automated,resolved
INT033367,CUST008579,2025-12-30 01:52:29,usage_question,human,resolved
INT033368,CUST008579,2025-09-19 08:35:04,payment_issue,human,resolved
INT033369,CUST008579,2025-10-19 10:14:32,energy_saving_tips,automated,resolved
INT033370,CUST008579,2025-09-26 08:35:14,usage_question,automated,escalated
INT033371,CUST008579,2025-09-16 14:20:50,technical_support,automated,resolved
INT033372,CUST008580,2025-10-26 10:56:16,payment_issue,automated,resolved
INT033373,CUST008580,2025-07-24 11:40:26,energy_saving_tips,automated,resolved
INT033374,CUST008580,2025-11-07 11:38:15,energy_saving_tips,automated,resolved
INT033375,CUST008581,2025-10-16 03:56:13,energy_saving_tips,automated,resolved
INT033376,CUST008581,2025-12-31 14:32:54,energy_saving_tips,automated,unresolved
INT033377,CUST008581,2025-08-31 00:45:21,energy_saving_tips,automated,resolved
INT033378,CUST008582,2025-12-01 09:59:44,energy_saving_tips,automated,resolved
INT033379,CUST008583,2025-08-20 19:42:49,energy_saving_tips,human,resolved
INT033380,CUST008583,2025-07-24 18:36:30,billing_explanation,automated,resolved
INT033381,CUST008583,2025-09-03 11:33:40,usage_question,automated,resolved
INT033382,CUST008583,2025-11-30 15:36:23,usage_question,automated,resolved
INT033383,CUST008584,2025-10-23 14:00:16,technical_support,automated,resolved
INT033384,CUST008584,2026-01-02 11:15:02,billing_explanation,human,resolved
INT033385,CUST008584,2025-07-22 05:42:38,account_balance,automated,resolved
INT033386,CUST008584,2025-09-19 00:11:10,energy_saving_tips,automated,resolved
INT033387,CUST008584,2025-10-16 13:34:38,billing_explanation,automated,resolved
INT033388,CUST008587,2025-09-24 21:10:55,billing_explanation,automated,escalated
INT033389,CUST008587,2025-10-10 22:45:19,billing_explanation,automated,resolved
INT033390,CUST008588,2025-08-21 06:55:30,account_balance,automated,resolved
INT033391,CUST008588,2025-12-10 08:39:11,usage_question,automated,resolved
INT033392,CUST008588,2025-11-17 15:18:29,billing_explanation,automated,resolved
INT033393,CUST008588,2025-07-27 06:25:44,usage_question,automated,escalated
INT033394,CUST008589,2025-09-19 03:16:36,energy_saving_tips,automated,resolved
INT033395,CUST008589,2025-09-13 19:19:24,energy_saving_tips,automated,resolved
INT033396,CUST008589,2025-09-21 02:44:08,payment_issue,automated,resolved
INT033397,CUST008589,2025-08-17 16:43:48,usage_question,automated,escalated
INT033398,CUST008594,2025-10-07 23:27:36,energy_saving_tips,human,resolved
INT033399,CUST008594,2025-10-12 11:57:43,energy_saving_tips,human,resolved
INT033400,CUST008594,2025-07-11 17:36:43,usage_question,automated,resolved
INT033401,CUST008594,2025-07-30 10:02:54,usage_question,automated,resolved
INT033402,CUST008594,2025-10-06 19:37:46,account_balance,human,escalated
INT033403,CUST008594,2025-10-04 07:41:57,energy_saving_tips,automated,resolved
INT033404,CUST008594,2025-12-02 19:37:40,payment_issue,automated,resolved
INT033405,CUST008594,2025-07-22 00:59:16,energy_saving_tips,automated,resolved
INT033406,CUST008594,2025-09-27 09:26:46,account_balance,automated,resolved
INT033407,CUST008595,2025-12-11 20:42:25,energy_saving_tips,automated,resolved
INT033408,CUST008595,2025-11-25 04:48:00,energy_saving_tips,automated,escalated
INT033409,CUST008596,2025-07-11 10:58:06,account_balance,automated,resolved
INT033410,CUST008596,2025-10-14 03:34:37,billing_explanation,automated,escalated
INT033411,CUST008596,2025-07-24 22:26:38,usage_question,automated,resolved
INT033412,CUST008596,2025-08-31 14:09:11,energy_saving_tips,automated,resolved
INT033413,CUST008597,2025-10-30 05:13:58,billing_explanation,human,resolved
INT033414,CUST008598,2025-08-21 19:56:33,energy_saving_tips,automated,resolved
INT033415,CUST008598,2025-11-23 13:42:59,billing_explanation,automated,resolved
INT033416,CUST008598,2025-09-09 10:49:02,energy_saving_tips,automated,resolved
INT033417,CUST008598,2025-11-27 08:52:07,account_balance,automated,resolved
INT033418,CUST008599,2025-11-14 23:53:56,energy_saving_tips,automated,resolved
INT033419,CUST008599,2025-11-19 17:21:07,energy_saving_tips,automated,escalated
INT033420,CUST008600,2025-07-31 02:50:16,billing_explanation,human,resolved
INT033421,CUST008601,2025-09-29 00:53:53,billing_explanation,automated,resolved
INT033422,CUST008601,2025-12-04 10:03:15,energy_saving_tips,automated,resolved
INT033423,CUST008601,2025-11-29 15:32:32,technical_support,automated,resolved
INT033424,CUST008601,2025-07-25 23:22:51,energy_saving_tips,automated,resolved
INT033425,CUST008601,2025-12-13 22:57:15,energy_saving_tips,automated,escalated
INT033426,CUST008603,2025-07-15 14:58:10,account_balance,automated,resolved
INT033427,CUST008603,2025-08-13 13:55:08,account_balance,automated,resolved
INT033428,CUST008604,2025-10-25 08:29:08,energy_saving_tips,automated,resolved
INT033429,CUST008604,2025-09-18 15:30:11,account_balance,human,resolved
INT033430,CUST008604,2025-09-23 11:55:50,account_balance,automated,resolved
INT033431,CUST008604,2025-09-27 05:37:11,energy_saving_tips,human,resolved
INT033432,CUST008604,2025-09-05 00:35:32,billing_explanation,automated,resolved
INT033433,CUST008604,2025-07-19 09:06:08,account_balance,automated,resolved
INT033434,CUST008605,2025-11-08 23:16:02,billing_explanation,automated,resolved
INT033435,CUST008605,2025-12-05 16:08:53,usage_question,automated,resolved
INT033436,CUST008605,2026-01-03 08:00:39,energy_saving_tips,human,resolved
INT033437,CUST008605,2025-09-11 04:48:00,energy_saving_tips,human,resolved
INT033438,CUST008605,2025-12-26 11:28:39,billing_explanation,automated,resolved
INT033439,CUST008605,2025-08-12 10:12:54,usage_question,automated,resolved
INT033440,CUST008605,2025-08-20 15:13:17,billing_explanation,automated,resolved
INT033441,CUST008606,2025-09-09 02:30:11,payment_issue,human,resolved
INT033442,CUST008606,2025-11-06 05:01:28,energy_saving_tips,human,resolved
INT033443,CUST008606,2025-07-20 20:02:43,energy_saving_tips,human,resolved
INT033444,CUST008606,2025-07-09 19:13:17,account_balance,automated,resolved
INT033445,CUST008606,2025-09-08 15:26:16,billing_explanation,automated,resolved
INT033446,CUST008609,2026-01-03 02:16:51,technical_support,automated,resolved
INT033447,CUST008609,2025-10-11 03:52:09,energy_saving_tips,automated,resolved
INT033448,CUST008609,2025-12-31 16:15:19,billing_explanation,human,resolved
INT033449,CUST008610,2025-10-25 08:52:50,usage_question,human,resolved
INT033450,CUST008610,2026-01-02 23:10:14,energy_saving_tips,automated,escalated
INT033451,CUST008610,2025-11-04 20:58:20,usage_question,automated,resolved
INT033452,CUST008610,2025-07-20 23:11:09,energy_saving_tips,automated,resolved
INT033453,CUST008611,2025-11-21 22:16:48,energy_saving_tips,automated,resolved
INT033454,CUST008611,2025-11-10 01:06:55,billing_explanation,automated,escalated
INT033455,CUST008613,2025-11-05 07:50:00,billing_explanation,automated,resolved
INT033456,CUST008614,2025-10-10 22:41:30,usage_question,automated,resolved
INT033457,CUST008614,2025-11-29 18:39:49,energy_saving_tips,automated,resolved
INT033458,CUST008616,2025-12-13 15:18:11,technical_support,automated,resolved
INT033459,CUST008616,2025-09-28 15:26:49,technical_support,automated,resolved
INT033460,CUST008617,2025-07-12 18:44:31,billing_explanation,automated,resolved
INT033461,CUST008617,2025-07-13 20:30:36,billing_explanation,human,resolved
INT033462,CUST008618,2025-10-29 12:20:18,energy_saving_tips,automated,escalated
INT033463,CUST008618,2025-07-18 19:18:13,energy_saving_tips,automated,resolved
INT033464,CUST008618,2025-09-09 13:35:35,energy_saving_tips,automated,escalated
INT033465,CUST008618,2025-11-13 07:01:24,billing_explanation,automated,resolved
INT033466,CUST008619,2025-07-30 07:50:27,energy_saving_tips,automated,resolved
INT033467,CUST008619,2025-12-19 13:02:48,usage_question,automated,resolved
INT033468,CUST008620,2025-08-22 20:31:20,energy_saving_tips,automated,resolved
INT033469,CUST008620,2025-07-19 04:10:21,energy_saving_tips,human,resolved
INT033470,CUST008620,2025-08-24 00:24:50,energy_saving_tips,automated,escalated
INT033471,CUST008621,2025-08-11 03:21:18,energy_saving_tips,automated,resolved
INT033472,CUST008621,2025-12-24 17:34:51,energy_saving_tips,automated,resolved
INT033473,CUST008621,2025-08-31 03:56:41,energy_saving_tips,automated,resolved
INT033474,CUST008622,2025-10-02 16:54:54,usage_question,automated,resolved
INT033475,CUST008622,2025-11-07 19:10:04,billing_explanation,automated,resolved
INT033476,CUST008624,2025-09-05 12:00:59,energy_saving_tips,automated,resolved
INT033477,CUST008624,2025-12-27 06:44:34,usage_question,automated,resolved
INT033478,CUST008625,2025-12-10 19:57:15,account_balance,human,resolved
INT033479,CUST008625,2025-07-12 18:53:06,energy_saving_tips,automated,resolved
INT033480,CUST008625,2025-08-14 03:57:55,billing_explanation,automated,resolved
INT033481,CUST008626,2025-12-29 02:56:38,energy_saving_tips,automated,resolved
INT033482,CUST008626,2025-12-09 06:23:04,usage_question,human,resolved
INT033483,CUST008626,2025-10-28 16:11:32,billing_explanation,automated,resolved
INT033484,CUST008629,2025-09-30 16:11:04,energy_saving_tips,automated,resolved
INT033485,CUST008629,2025-11-29 12:51:06,energy_saving_tips,automated,resolved
INT033486,CUST008629,2025-11-16 21:09:51,energy_saving_tips,automated,resolved
INT033487,CUST008629,2025-08-10 03:01:17,technical_support,automated,resolved
INT033488,CUST008629,2025-12-17 13:02:38,payment_issue,automated,resolved
INT033489,CUST008630,2025-11-07 14:52:30,billing_explanation,automated,resolved
INT033490,CUST008630,2025-12-18 21:06:08,usage_question,automated,resolved
INT033491,CUST008630,2025-08-05 04:45:21,account_balance,human,resolved
INT033492,CUST008630,2025-09-09 14:23:44,usage_question,automated,resolved
INT033493,CUST008630,2025-12-18 13:25:15,account_balance,automated,resolved
INT033494,CUST008631,2025-12-18 23:38:13,energy_saving_tips,human,resolved
INT033495,CUST008631,2025-11-05 20:21:15,account_balance,automated,resolved
INT033496,CUST008631,2025-10-20 10:10:45,usage_question,automated,resolved
INT033497,CUST008631,2025-08-16 14:37:20,energy_saving_tips,automated,resolved
INT033498,CUST008633,2025-08-26 10:12:03,account_balance,automated,resolved
INT033499,CUST008633,2025-10-09 23:37:54,energy_saving_tips,automated,resolved
INT033500,CUST008633,2025-10-26 19:46:33,energy_saving_tips,automated,resolved
INT033501,CUST008634,2025-07-20 05:33:17,payment_issue,automated,resolved
INT033502,CUST008634,2025-09-23 12:32:36,billing_explanation,automated,resolved
INT033503,CUST008634,2025-12-14 13:12:41,usage_question,automated,resolved
INT033504,CUST008634,2025-09-29 07:26:27,usage_question,automated,resolved
INT033505,CUST008634,2025-11-10 20:43:46,energy_saving_tips,human,resolved
INT033506,CUST008634,2025-10-28 21:08:46,energy_saving_tips,human,resolved
INT033507,CUST008635,2025-10-29 20:47:08,payment_issue,automated,escalated
INT033508,CUST008635,2025-07-30 01:32:09,technical_support,human,resolved
INT033509,CUST008635,2025-09-05 00:03:10,energy_saving_tips,human,resolved
INT033510,CUST008636,2025-11-22 11:27:04,billing_explanation,automated,resolved
INT033511,CUST008636,2025-12-10 17:31:38,billing_explanation,automated,resolved
INT033512,CUST008636,2025-08-20 07:14:16,energy_saving_tips,automated,resolved
INT033513,CUST008636,2025-08-05 16:56:56,usage_question,human,resolved
INT033514,CUST008636,2025-10-22 18:18:47,account_balance,automated,escalated
INT033515,CUST008636,2025-12-07 21:53:41,account_balance,automated,resolved
INT033516,CUST008637,2025-10-01 01:27:26,usage_question,automated,escalated
INT033517,CUST008637,2025-12-03 11:35:44,energy_saving_tips,automated,resolved
INT033518,CUST008637,2025-09-21 08:11:54,billing_explanation,automated,resolved
